,0,1,2,3,4,5,6,7
6,  SEAT León ST 1.2 TSI S&S Style 110  ,13.900 € ,Vizcaya,2018, Gasolina,101.875 km,Manual,/coches-segunda-mano/seat-leon-ocasion/leon-st-1-2-tsi-s-s-style-110-1-ref7141934
7,  OPEL Insignia ST 1.6CDTI Selective Aut. 136  ,15.400 € ,Navarra,2016, Diésel,76.847 km,Automático,/coches-segunda-mano/opel-insignia-ocasion/insignia-st-1-6cdti-selective-aut-136-ref7045758
8,  OPEL Corsa 1.3CDTI S&S Selective 95  ,10.500 € ,Sevilla,2015, Diésel,60.763 km,Manual,/coches-segunda-mano/opel-corsa-ocasion/corsa-1-3cdti-s-s-selective-95-1-ref7205298
9,  CITROEN C4 1.2 PureTech Feel Edition 110  ,10.300 € ,Navarra,2015, Gasolina,126.765 km,Manual,/coches-segunda-mano/citroen-c4-ocasion/c4-1-2-puretech-feel-edition-110-ref7205234
10,  CITROEN C-Elysée 1.6BlueHDi Feel 100  ,10.350 € ,Navarra,2017, Diésel,114.132 km,Manual,/coches-segunda-mano/citroen-c-elysee-ocasion/c-elysee-1-6bluehdi-feel-100-ref7210582
11,  OPEL Corsa 1.4 GLP 120 Aniversario 90  ,12.950 € ,Vizcaya,2019, Gas,72.115 km,Manual,/coches-segunda-mano/opel-corsa-ocasion/corsa-1-4-glp-120-aniversario-90-ref6890910
12,  KIA Rio 1.1CRDi WGT Concept  ,9.990 € ,Barcelona,2016, Diésel,116.000 km,Manual,/coches-segunda-mano/kia-rio-ocasion/rio-1-1crdi-wgt-concept-ref6969558
13,  OPEL Mokka 1.4T S&S Excellence 4x2  ,14.900 € ,Málaga,2016, Gasolina,53.955 km,Manual,/coches-segunda-mano/opel-mokka-ocasion/mokka-1-4t-s-s-excellence-4x2-ref7150422
14,  SEAT Ibiza 1.0 TSI S&S Style 95  ,13.800 € ,Madrid,2018, Gasolina,74.420 km,Manual,/coches-segunda-mano/seat-ibiza-ocasion/ibiza-1-0-ecotsi-s-s-style-95-1-ref7170446
15,  RENAULT Clio TCe GPF Energy Zen 66kW  ,13.400 € ,Málaga,2017, Gasolina,56.019 km,Manual,/coches-segunda-mano/renault-clio-ocasion/clio-tce-energy-zen-90-ref7031658
16,  ABARTH 500 595 1.4T-Jet 140  ,15.900 € ,Málaga,2016, Gasolina,77.000 km,Manual,/coches-segunda-mano/abarth-500-ocasion/abarth-595-1-4t-jet-140-ref6738249
17,  SEAT León 1.6TDI CR Reference 90  ,11.990 € ,Sevilla,2014, Diésel,180.000 km,Manual,/coches-segunda-mano/seat-leon-ocasion/leon-1-6tdi-cr-reference-90-1-ref6618333
18,  SEAT León ST 1.6TDI CR S&S Style 110  ,12.450 € ,Madrid,2016, Diésel,100.302 km,Manual,/coches-segunda-mano/seat-leon-ocasion/leon-st-1-6tdi-cr-s-s-style-110-ref6938073
0,  VOLKSWAGEN Golf 1.6TDI CR BMT Advance 110  ,13.900 € ,Madrid,2016, Diésel,169.216 km,Manual,/coches-segunda-mano/volkswagen-golf-ocasion/golf-1-6tdi-cr-bmt-advance-110-1-ref7069817
1,  FIAT 500 1.0 GSE Lounge  ,15.000 € ,Málaga,2020, Gasolina,21.799 km,Manual,/coches-segunda-mano/fiat-500-ocasion/500-1-0-gse-lounge-ref7038645
2,  CITROEN C-Elysée 1.6 BLUEHDI 74KW SEDUCTION  ,10.990 € ,Madrid,2016, Diésel,61.000 km,Manual,/coches-segunda-mano/citroen-c-elysee-ocasion/1-6-bluehdi-74kw-seduction-162a261d90dd10-ref6992189
3,  RENAULT Clio Limited TCe 66kW (90CV) -18  ,14.990 € ,Madrid,2019, Gasolina,68.086 km,Manual,/coches-segunda-mano/renault-clio-ocasion/limited-tce-66kw-90cv-18-16298a89f3f3a7-ref6952813
4,  RENAULT Mégane 1.2 TCE ENERGY ZEN 97KW 130 5P  ,15.200 € ,Granada,2017, Gasolina,76.594 km,Manual,/coches-segunda-mano/renault-megane-ocasion/megane-1-2-tce-energy-zen-97kw-130-5p-13-ref6795185
5,  FORD Ka Ka+ 1.19 Ti-VCT Ultimate  ,10.950 € ,Zaragoza,2017, Gasolina,54.019 km,Manual,/coches-segunda-mano/ford-ka-ocasion/ka-1-19-ti-vct-ultimate-ref6771165
6,  CITROEN C4 Grand Picasso 1.6e-HDi Intensive 115  ,15.400 € ,Zaragoza,2014, Diésel,94.920 km,Manual,/coches-segunda-mano/citroen-c4-ocasion/c4-grand-picasso-1-6e-hdi-intensive-115-ref6863157
7,  SEAT Ibiza 1.0 EcoTSI 70kW (95CV) Reference  ,14.190 € ,Vizcaya,2017, Gasolina,13.850 km,Manual,/coches-segunda-mano/seat-ibiza-ocasion/1-0-ecotsi-70kw-95cv-reference-162b5ba661c88e-ref7061485
8,  FIAT Punto 1.4 8v 57kW (77CV) Gasolina S&S  ,8.990 € ,Málaga,2018, Gasolina,99.981 km,Manual,/coches-segunda-mano/fiat-punto-ocasion/1-4-8v-57kw-77cv-gasolina-s-s-162b85c8d6892c-ref7068509
9,  FORD Mondeo 2.0TDCI Titanium 150  ,14.850 € ,Madrid,2015, Diésel,117.891 km,Manual,/coches-segunda-mano/ford-mondeo-ocasion/mondeo-2-0tdci-titanium-150-ref7071489
10,  FIAT Tipo 1.4 Lounge  ,14.900 € ,Zaragoza,2020, Gasolina,35.759 km,Manual,/coches-segunda-mano/fiat-tipo-ocasion/tipo-1-4-lounge-95-ref7084737
11,  HYUNDAI i20 1.0 TGDI 74kW (100CV) Klass  ,15.900 € ,Lugo,2021, Gasolina,17.770 km,Manual,/coches-segunda-mano/hyundai-i20-ocasion/1-0-tgdi-74kw-100cv-klass-162baf979380b4-ref7074729
12,  VOLKSWAGEN Golf 1.6TDI CR BMT Advance 110  ,13.900 € ,Madrid,2016, Diésel,169.216 km,Manual,/coches-segunda-mano/volkswagen-golf-ocasion/golf-1-6tdi-cr-bmt-advance-110-1-ref7069817
13,  SEAT Ibiza 1.0 S&S Style 75  ,13.199 € ,Barcelona,2018, Gasolina,49.579 km,Manual,/coches-segunda-mano/seat-ibiza-ocasion/ibiza-1-0-s-s-style-75-ref7088145
14,  KIA Cee´d Pro_Cee´d 1.6CRDi Drive  ,8.990 € ,Soria,2014, Diésel,111.000 km,Manual,/coches-segunda-mano/kia-cee-d-ocasion/pro-cee-d-1-6crdi-drive-2-ref6450937
15,  VOLVO V40 1.6 D2 Kinetic  ,13.490 € ,Madrid,2014, Diésel,135.708 km,Manual,/coches-segunda-mano/volvo-v40-ocasion/1-6-d2-kinetic-16270665bb0d86-ref6799369
16,  FIAT 500 1.0 GSE Lounge  ,15.000 € ,Málaga,2020, Gasolina,21.799 km,Manual,/coches-segunda-mano/fiat-500-ocasion/500-1-0-gse-lounge-ref7038645
17,  CITROEN C3 1.2 PureTech S&S Feel 83  ,11.900 € ,Zaragoza,2017, Gasolina,72.461 km,Manual,/coches-segunda-mano/citroen-c3-ocasion/c3-1-2-puretech-feel-82-ref7101337
0,  NISSAN Juke 1.2 DIG-T N-Connecta 4x2 115  ,15.790 € ,Navarra,2018, Gasolina,103.014 km,Manual,/coches-segunda-mano/nissan-juke-ocasion/juke-1-2-dig-t-n-connecta-4x2-115-ref7112497
1,  FORD Fiesta 1.0 EcoBoost 74kW ST-Line 5p  ,13.490 € ,Barcelona,2017, Gasolina,53.508 km,Manual,/coches-segunda-mano/ford-fiesta-ocasion/1-0-ecoboost-74kw-st-line-5p-162e39e2b0f0f4-ref7207257
2,  NISSAN Micra 0.9 IG-T ACENTA 90 5P  ,13.500 € ,Vizcaya,2017, Gasolina,53.486 km,Manual,/coches-segunda-mano/nissan-micra-ocasion/micra-0-9-ig-t-acenta-90-5p-29-ref7208817
3,  RENAULT Clio 1.5dCi Energy Limited 66kW  ,11.990 € ,Barcelona,2017, Diésel,65.000 km,Manual,/coches-segunda-mano/renault-clio-ocasion/clio-1-5dci-energy-limited-90-ref7109641
4,  RENAULT Clio TCe Energy Limited 66kW  ,13.699 € ,Málaga,2018, Gasolina,14.059 km,Manual,/coches-segunda-mano/renault-clio-ocasion/clio-tce-energy-limited-90-ref7111705
5,  NISSAN Juke 1.2 DIG-T N-Connecta 4x2 115  ,15.790 € ,Navarra,2018, Gasolina,103.014 km,Manual,/coches-segunda-mano/nissan-juke-ocasion/juke-1-2-dig-t-n-connecta-4x2-115-ref7112497
6,  SKODA Fabia 1.2 Ambition  ,9.299 € ,Sevilla,2015, Gasolina,44.985 km,Manual,/coches-segunda-mano/skoda-fabia-ocasion/1-2-ambition-162ce0a8bc3cde-ref7140133
7,  CITROEN C-Elysée 1.2 PureTech Shine 82  ,11.399 € ,Madrid,2018, Gasolina,85.952 km,Manual,/coches-segunda-mano/citroen-c-elysee-ocasion/c-elysee-1-2-puretech-shine-82-ref7123985
8,  NISSAN Micra 1.5 dCi 66 90 SS NConnecta  ,14.999 € ,Madrid,2019, Diésel,39.390 km,Manual,/coches-segunda-mano/nissan-micra-ocasion/1-5-dci-66-90-ss-nconnecta-162c76c89996ec-ref7124949
9,  ABARTH 500 595 1.4T-Jet Turismo Secuencial 160  ,13.399 € ,Sevilla,2015, Gasolina,102.028 km,Automático,/coches-segunda-mano/abarth-500-ocasion/abarth-595-1-4t-jet-turismo-sec-160-ref7124673
10,  FORD C-Max 1.5TDCi Titanium PS 120  ,13.999 € ,Madrid,2016, Diésel,113.598 km,Automático,/coches-segunda-mano/ford-c-max-ocasion/c-max-1-5-tdci-titanium-162d5f52d3403d-ref7165445
11,  RENAULT Mégane 1.5 dCi GT-Style  ,11.899 € ,Valencia,2015, Diésel,114.560 km,Manual,/coches-segunda-mano/renault-megane-ocasion/megane-1-5-dci-gt-style-162e24d38062a1-ref7202597
12,  FORD Fiesta 1.0 EcoBoost 74kW ST-Line 5p  ,13.490 € ,Barcelona,2017, Gasolina,53.508 km,Manual,/coches-segunda-mano/ford-fiesta-ocasion/1-0-ecoboost-74kw-st-line-5p-162e39e2b0f0f4-ref7207257
13,  NISSAN Micra 0.9 IG-T ACENTA 90 5P  ,13.500 € ,Vizcaya,2017, Gasolina,53.486 km,Manual,/coches-segunda-mano/nissan-micra-ocasion/micra-0-9-ig-t-acenta-90-5p-29-ref7208817
14,  CITROEN C4 1.6 HDi 90cv Tonic  ,10.599 € ,Barcelona,2014, Diésel,62.153 km,Manual,/coches-segunda-mano/citroen-c4-ocasion/1-6-hdi-90cv-tonic-162d73fb181115-ref7169489
15,  NISSAN Juke 1.2 N-Connecta  ,15.299 € ,Sevilla,2018, Gasolina,33.938 km,Manual,/coches-segunda-mano/nissan-juke-ocasion/1-2-n-connecta-162d9d76c77ab8-ref7179141
16,  VOLKSWAGEN Polo Advance 1.0 TSI 70kW 95CV  ,15.099 € ,Málaga,2018, Gasolina,64.916 km,Manual,/coches-segunda-mano/volkswagen-polo-ocasion/advance-1-0-tsi-70kw-95cv-162d9d7bad08dc-ref7179341
17,  RENAULT Clio 1.5dCi Energy Limited 66kW  ,11.990 € ,Barcelona,2017, Diésel,65.000 km,Manual,/coches-segunda-mano/renault-clio-ocasion/clio-1-5dci-energy-limited-90-ref7109641
18,  HYUNDAI ix35 1.6 GDI BD Kosmo Klass 4x2  ,12.199 € ,Málaga,2015, Gasolina,101.464 km,Manual,/coches-segunda-mano/hyundai-ix35-ocasion/ix35-1-6-gdi-bd-kosmo-klass-4x2-ref7090889
19,  SEAT Ibiza 1.0 S&S Style 75  ,13.199 € ,Barcelona,2018, Gasolina,49.579 km,Manual,/coches-segunda-mano/seat-ibiza-ocasion/ibiza-1-0-s-s-style-75-ref7088145
0,  RENAULT Clio 1.5dCi Energy Limited 66kW  ,11.990 € ,Barcelona,2017, Diésel,65.000 km,Manual,/coches-segunda-mano/renault-clio-ocasion/clio-1-5dci-energy-limited-90-ref7109641
1,  RENAULT Talisman S.T. 1.6dCi Energy Intens 96kW  ,14.500 € ,Madrid,2017, Diésel,132.403 km,Manual,/coches-segunda-mano/renault-talisman-ocasion/talisman-s-t-1-6dci-energy-intens-130-ref7092021
2,  FORD Fiesta 1.0 EcoBoost 74kW ST-Line 5p  ,13.490 € ,Barcelona,2017, Gasolina,53.508 km,Manual,/coches-segunda-mano/ford-fiesta-ocasion/1-0-ecoboost-74kw-st-line-5p-162e39e2b0f0f4-ref7207257
3,  NISSAN Micra 0.9 IG-T ACENTA 90 5P  ,13.500 € ,Vizcaya,2017, Gasolina,53.486 km,Manual,/coches-segunda-mano/nissan-micra-ocasion/micra-0-9-ig-t-acenta-90-5p-29-ref7208817
4,  NISSAN Juke 1.2 DIG-T N-Connecta 4x2 115  ,15.790 € ,Navarra,2018, Gasolina,103.014 km,Manual,/coches-segunda-mano/nissan-juke-ocasion/juke-1-2-dig-t-n-connecta-4x2-115-ref7112497
5,  CITROEN C3 1.6BlueHDi S&S Feel 100  ,15.500 € ,Málaga,2017, Diésel,22.670 km,Manual,/coches-segunda-mano/citroen-c3-ocasion/c3-1-6bluehdi-s-s-feel-100-ref7091793
6,  MAZDA Mazda3 2.2 Luxury  ,12.900 € ,Barcelona,2015, Diésel,140.365 km,Manual,/coches-segunda-mano/mazda-mazda3-ocasion/mazda3-2-2-luxury-ref6876889
7,  RENAULT Zoe Zen 65kW  ,10.950 € ,Pontevedra,2014, Eléctrico,15.310 km,Automático,/coches-segunda-mano/renault-zoe-ocasion/zoe-zen-ref7114645
8,  SMART Fortwo Cabrio 66 Passion Aut.  ,14.200 € ,Sevilla,2016, Gasolina,26.212 km,Automático,/coches-segunda-mano/smart-fortwo-ocasion/fortwo-cabrio-66-passion-aut-ref6936377
9,  SEAT León 1.6TDI CR S&S Reference 110  ,11.300 € ,Málaga,2017, Diésel,150.439 km,Manual,/coches-segunda-mano/seat-leon-ocasion/leon-1-6tdi-cr-s-s-reference-110-ref6880473
10,  RENAULT Clio 1.5dCi Energy Limited 66kW  ,11.990 € ,Barcelona,2017, Diésel,65.000 km,Manual,/coches-segunda-mano/renault-clio-ocasion/clio-1-5dci-energy-limited-90-ref7109641
11,  HYUNDAI ix35 1.6 GDI BD Kosmo Klass 4x2  ,12.199 € ,Málaga,2015, Gasolina,101.464 km,Manual,/coches-segunda-mano/hyundai-ix35-ocasion/ix35-1-6-gdi-bd-kosmo-klass-4x2-ref7090889
12,  RENAULT Talisman S.T. 1.6dCi Energy Intens 96kW  ,14.500 € ,Madrid,2017, Diésel,132.403 km,Manual,/coches-segunda-mano/renault-talisman-ocasion/talisman-s-t-1-6dci-energy-intens-130-ref7092021
13,  FORD Fiesta 1.0 EcoBoost 74kW ST-Line 5p  ,13.490 € ,Barcelona,2017, Gasolina,53.508 km,Manual,/coches-segunda-mano/ford-fiesta-ocasion/1-0-ecoboost-74kw-st-line-5p-162e39e2b0f0f4-ref7207257
14,  RENAULT Mégane 1.5 dCi GT-Style  ,11.899 € ,Valencia,2015, Diésel,114.560 km,Manual,/coches-segunda-mano/renault-megane-ocasion/megane-1-5-dci-gt-style-162e24d38062a1-ref7202597
15,  NISSAN Micra 0.9 IG-T ACENTA 90 5P  ,13.500 € ,Vizcaya,2017, Gasolina,53.486 km,Manual,/coches-segunda-mano/nissan-micra-ocasion/micra-0-9-ig-t-acenta-90-5p-29-ref7208817
16,  RENAULT Clio TCe Energy Limited 66kW  ,13.699 € ,Málaga,2018, Gasolina,14.059 km,Manual,/coches-segunda-mano/renault-clio-ocasion/clio-tce-energy-limited-90-ref7111705
17,  NISSAN Juke 1.2 DIG-T N-Connecta 4x2 115  ,15.790 € ,Navarra,2018, Gasolina,103.014 km,Manual,/coches-segunda-mano/nissan-juke-ocasion/juke-1-2-dig-t-n-connecta-4x2-115-ref7112497
18,  SKODA Fabia 1.2 Ambition  ,9.299 € ,Sevilla,2015, Gasolina,44.985 km,Manual,/coches-segunda-mano/skoda-fabia-ocasion/1-2-ambition-162ce0a8bc3cde-ref7140133
19,  NISSAN Micra 1.5 dCi 66 90 SS NConnecta  ,14.999 € ,Madrid,2019, Diésel,39.390 km,Manual,/coches-segunda-mano/nissan-micra-ocasion/1-5-dci-66-90-ss-nconnecta-162c76c89996ec-ref7124949
20,  ABARTH 500 595 1.4T-Jet Turismo Secuencial 160  ,13.399 € ,Sevilla,2015, Gasolina,102.028 km,Automático,/coches-segunda-mano/abarth-500-ocasion/abarth-595-1-4t-jet-turismo-sec-160-ref7124673
21,  CITROEN C3 1.6BlueHDi S&S Feel 100  ,15.500 € ,Málaga,2017, Diésel,22.670 km,Manual,/coches-segunda-mano/citroen-c3-ocasion/c3-1-6bluehdi-s-s-feel-100-ref7091793
0,  OPEL Corsa 1.2 XEL 75cv Edition  ,15.500 € ,Málaga,2021, Gasolina,18.078 km,Manual,/coches-segunda-mano/opel-corsa-ocasion/1-2-xel-75cv-edition-162c7eb0ad1027-ref7126761
1,  FIAT 500 1.2 Lounge  ,12.450 € ,Granada,2016, Gasolina,67.761 km,Automático,/coches-segunda-mano/fiat-500-ocasion/500-1-2-lounge-ref7070573
2,  RENAULT Captur TCe Energy Zen 66kW  ,14.450 € ,Alicante,2018, Gasolina,99.212 km,Manual,/coches-segunda-mano/renault-captur-ocasion/captur-tce-energy-zen-90-ref7075805
3,  RENAULT Mégane 1.5dCi Energy Business 66kW  ,13.900 € ,Ciudad Real,2016, Diésel,122.691 km,Manual,/coches-segunda-mano/renault-megane-ocasion/megane-1-5dci-energy-business-90-ref7075521
4,  OPEL Corsa 1.4 GLP Selective 90  ,11.900 € ,Ciudad Real,2018, Gas,64.022 km,Manual,/coches-segunda-mano/opel-corsa-ocasion/corsa-1-4-glp-selective-90-4-75-ref7142617
5,  VOLKSWAGEN Golf 1.0 TSI Ready2GO 85kW  ,15.900 € ,Córdoba,2018, Gasolina,93.329 km,Manual,/coches-segunda-mano/volkswagen-golf-ocasion/golf-1-0-tsi-ready2go-85kw-1-ref7028973
6,  SMART Fortwo Cabrio 66 Passion Aut.  ,14.200 € ,Sevilla,2016, Gasolina,26.212 km,Automático,/coches-segunda-mano/smart-fortwo-ocasion/fortwo-cabrio-66-passion-aut-ref6936377
7,  MAZDA Mazda3 2.2 Luxury  ,12.900 € ,Barcelona,2015, Diésel,140.365 km,Manual,/coches-segunda-mano/mazda-mazda3-ocasion/mazda3-2-2-luxury-ref6876889
8,  SEAT León ST 1.6TDI CR S&S Style 110  ,12.450 € ,Pontevedra,2016, Diésel,100.302 km,Manual,/coches-segunda-mano/seat-leon-ocasion/leon-st-1-6tdi-cr-s-s-style-110-ref6935365
9,  RENAULT Zoe Zen 65kW  ,10.950 € ,Pontevedra,2014, Eléctrico,15.310 km,Automático,/coches-segunda-mano/renault-zoe-ocasion/zoe-zen-ref7114645
10,  CITROEN C-Elysée 1.2 PureTech Exclusive 82  ,9.900 € ,Vizcaya,2016, Gasolina,35.276 km,Manual,/coches-segunda-mano/citroen-c-elysee-ocasion/c-elysee-1-2-puretech-exclusive-82-ref7180085
11,  NISSAN Qashqai 1.6dCi Acenta 4x2 XTronic  ,15.650 € ,Vizcaya,2014, Diésel,117.830 km,Automático,/coches-segunda-mano/nissan-qashqai-ocasion/qashqai-1-6dci-acenta-4x2-xtronic-ref7063969
12,  OPEL Corsa 1.2 XEL 75cv Edition  ,15.500 € ,Málaga,2021, Gasolina,18.078 km,Manual,/coches-segunda-mano/opel-corsa-ocasion/1-2-xel-75cv-edition-162c7eb0ad1027-ref7126761
13,  FIAT 500X 1.6 E-Torq Lounge 4x2  ,15.500 € ,Navarra,2017, Gasolina,48.684 km,Manual,/coches-segunda-mano/fiat-500x-ocasion/500x-1-6-e-torq-lounge-4x2-110-ref7113741
14,  MAZDA Mazda6 W. 2.2DE Style Aut.  ,14.250 € ,Navarra,2015, Diésel,138.797 km,Automático,/coches-segunda-mano/mazda-mazda6-ocasion/2-2-de-150cv-at-style-wgn-162cef4777b00c-ref7144637
15,  HYUNDAI i20 1.2 Essence  ,10.450 € ,Navarra,2017, Gasolina,58.202 km,Manual,/coches-segunda-mano/hyundai-i20-ocasion/i20-1-2-essence-ref7193701
16,  DACIA Dokker 1.5dCi Ambiance N1 55kW  ,8.500 € ,Navarra,2014, Diésel,164.415 km,Manual,/coches-segunda-mano/dacia-dokker-ocasion/dokker-1-5dci-ambiance-n1-75-1-ref7205241
0,  OPEL Corsa 1.2 XEL 75cv Edition  ,15.500 € ,Málaga,2021, Gasolina,18.078 km,Manual,/coches-segunda-mano/opel-corsa-ocasion/1-2-xel-75cv-edition-162c7eb0ad1027-ref7126761
1,  FORD Focus 1.5 TDCi E6 88kW   Sportbreak Trend+  ,10.900 € ,Madrid,2017, Diésel,139.713 km,Manual,/coches-segunda-mano/ford-focus-ocasion/1-5-tdci-e6-88kw-sportbreak-trend-162c4df071ca0a-ref7112593
2,  FORD Fiesta 1.25 Trend  ,8.990 € ,Barcelona,2014, Gasolina,76.000 km,Manual,/coches-segunda-mano/ford-fiesta-ocasion/fiesta-1-25-trend-3-ref6247763
3,  VOLKSWAGEN Tiguan 2.0TDI BMT T1 4x2 110  ,12.990 € ,Madrid,2015, Diésel,197.000 km,Manual,/coches-segunda-mano/volkswagen-tiguan-ocasion/tiguan-2-0tdi-bmt-t1-4x2-110-ref6665043
4,  CITROEN C4 Cactus 1.2 PureTech Feel 82  ,11.490 € ,Barcelona,2015, Gasolina,72.000 km,Manual,/coches-segunda-mano/citroen-c4-cactus-ocasion/c4-cactus-1-2-puretech-feel-82-ref6504467
5,  KIA Cee´d 1.4CRDI WGT Business 90  ,12.290 € ,Navarra,2017, Diésel,71.565 km,Manual,/coches-segunda-mano/kia-cee-d-ocasion/cee-d-1-4crdi-wgt-business-90-ref7035883
6,  SEAT Ibiza 1.0 TGI S&S Style 90  ,12.190 € ,Vizcaya,2018, Gas,100.360 km,Manual,/coches-segunda-mano/seat-ibiza-ocasion/ibiza-1-0-tgi-s-s-style-90-ref7007871
7,  OPEL Corsa 1.2 XEL 75cv Edition  ,15.500 € ,Málaga,2021, Gasolina,18.078 km,Manual,/coches-segunda-mano/opel-corsa-ocasion/1-2-xel-75cv-edition-162c7eb0ad1027-ref7126761
8,  OPEL Astra 1.6 CDTi 81kW (110CV) Selective ST  ,14.390 € ,Toledo,2017, Diésel,76.923 km,Manual,/coches-segunda-mano/opel-astra-ocasion/1-6-cdti-81kw-110cv-selective-st-162c31cb526726-ref7106813
9,  DACIA Dokker Van Essential Blue dCi 70kW (95CV)  ,14.190 € ,Toledo,2019, Diésel,52.082 km,Manual,/coches-segunda-mano/dacia-dokker-ocasion/van-essential-blue-dci-70kw-95cv-162c3549f8463e-ref7108289
10,  OPEL Astra 1.6 CDTi 81kW (110CV) Business  ,15.390 € ,Toledo,2018, Diésel,89.101 km,Manual,/coches-segunda-mano/opel-astra-ocasion/1-6-cdti-81kw-110cv-business-162e11669b7a99-ref7197885
11,  FORD Focus 1.5 TDCi E6 88kW   Sportbreak Trend+  ,10.900 € ,Madrid,2017, Diésel,139.713 km,Manual,/coches-segunda-mano/ford-focus-ocasion/1-5-tdci-e6-88kw-sportbreak-trend-162c4df071ca0a-ref7112593
12,  FORD Fiesta 1.25 Trend  ,8.990 € ,Barcelona,2014, Gasolina,76.000 km,Manual,/coches-segunda-mano/ford-fiesta-ocasion/fiesta-1-25-trend-3-ref6247763
13,  DS DS5 1.6BlueHDi S&S Desire 120  ,14.500 € ,Madrid,2016, Diésel,114.290 km,Manual,/coches-segunda-mano/ds-ds5-ocasion/ds5-1-6bluehdi-s-s-desire-120-ref6992699
14,  SEAT Ibiza 1.6TDI CR FR 105  ,11.400 € ,Madrid,2015, Diésel,123.011 km,Manual,/coches-segunda-mano/seat-ibiza-ocasion/ibiza-1-6tdi-cr-fr-105-ref6912543
15,  VOLKSWAGEN Tiguan 2.0TDI BMT T1 4x2 110  ,12.990 € ,Madrid,2015, Diésel,197.000 km,Manual,/coches-segunda-mano/volkswagen-tiguan-ocasion/tiguan-2-0tdi-bmt-t1-4x2-110-ref6665043
16,  CITROEN C4 Cactus 1.2 PureTech Feel 82  ,11.490 € ,Barcelona,2015, Gasolina,72.000 km,Manual,/coches-segunda-mano/citroen-c4-cactus-ocasion/c4-cactus-1-2-puretech-feel-82-ref6504467
17,  KIA Cee´d 1.4 Concept  ,10.250 € ,Zaragoza,2014, Gasolina,87.495 km,Manual,/coches-segunda-mano/kia-cee-d-ocasion/cee-d-1-4-concept-3-ref6782339
18,  DACIA Sandero STEPWAY TCE 66KW 90CV  ,11.400 € ,Vizcaya,2017, Gasolina,84.500 km,Manual,/coches-segunda-mano/dacia-sandero-ocasion/sandero-stepway-tce-66kw-90cv-162adbd2f0d8ec-ref7035303
19,  KIA Cee´d 1.4CRDI WGT Business 90  ,12.290 € ,Navarra,2017, Diésel,71.565 km,Manual,/coches-segunda-mano/kia-cee-d-ocasion/cee-d-1-4crdi-wgt-business-90-ref7035883
20,  DACIA Logan 1.2 Ambiance  ,8.800 € ,Zaragoza,2015, Gasolina,6.075 km,Manual,/coches-segunda-mano/dacia-logan-ocasion/logan-1-2-ambiance-ref6999479
21,  MAZDA Mazda3 2.2 Style Comfort+Navegador  ,15.950 € ,Barcelona,2014, Diésel,80.907 km,Automático,/coches-segunda-mano/mazda-mazda3-ocasion/mazda3-2-2-style-comfort-navegador-ref7114483
22,  SEAT Ibiza 1.0 TGI S&S Style 90  ,12.190 € ,Vizcaya,2018, Gas,100.360 km,Manual,/coches-segunda-mano/seat-ibiza-ocasion/ibiza-1-0-tgi-s-s-style-90-ref7007871
0,  RENAULT Clio Zen  ,14.990 € ,Alicante,2018, Gasolina,68.464 km,Manual,/coches-segunda-mano/renault-clio-ocasion/zen-162bea83a189af-ref7095495
1,  VOLKSWAGEN Golf VII EDITION 1.2 TSI 110 CV BLUEMOTION TECH 5P  ,15.200 € ,Barcelona,2015, Gasolina,70.662 km,Manual,/coches-segunda-mano/volkswagen-golf-ocasion/golf-vii-edition-1-2-tsi-110-cv-bluemotion-tech-5p-3-ref7131855
2,  SEAT León ST 1.6TDI CR S&S Reference 115  ,14.900 € ,Sevilla,2018, Diésel,116.000 km,Manual,/coches-segunda-mano/seat-leon-ocasion/leon-st-1-6tdi-cr-s-s-reference-115-ref7071147
3,  SEAT Ibiza Style  ,10.590 € ,Zaragoza,2016, Gasolina,86.036 km,Manual,/coches-segunda-mano/seat-ibiza-ocasion/style-162e1bfc2854ca-ref7200707
4,  RENAULT Clio 1.5DCI Collection eco2  ,8.990 € ,Albacete,2014, Diésel,139.000 km,Manual,/coches-segunda-mano/renault-clio-ocasion/clio-1-5dci-collection-eco2-ref7156823
5,  HYUNDAI i10 1.0 Klass  ,10.990 € ,Madrid,2019, Gasolina,124.186 km,Manual,/coches-segunda-mano/hyundai-i10-ocasion/1-0-klass-161fc17b647e06-ref6409743
6,  FORD Fiesta 1.0 EcoBoost 74kW Active SS 5p  ,13.399 € ,Málaga,2018, Gasolina,87.688 km,Manual,/coches-segunda-mano/ford-fiesta-ocasion/1-0-ecoboost-74kw-active-ss-5p-162d9d7bdc06a3-ref7179359
7,  VOLKSWAGEN Polo Advance 1.0 75CV BMT  ,9.990 € ,Zaragoza,2014, Gasolina,65.990 km,Manual,/coches-segunda-mano/volkswagen-polo-ocasion/advance-1-0-75cv-bmt-162e24a9c6340f-ref7201603
8,  CITROEN C3 1.2 VTi Tonic  ,8.599 € ,Madrid,2014, Gasolina,76.398 km,Manual,/coches-segunda-mano/citroen-c3-ocasion/c3-1-2-vti-tonic-ref7196059
9,  FIAT 500 500C 1.2 S  ,10.400 € ,Madrid,2014, Gasolina,94.864 km,Manual,/coches-segunda-mano/fiat-500-ocasion/500c-1-2-s-ref7086835
10,  RENAULT Clio Zen  ,14.990 € ,Alicante,2018, Gasolina,68.464 km,Manual,/coches-segunda-mano/renault-clio-ocasion/zen-162bea83a189af-ref7095495
