,Maker,Model,Description,Name,Year,City,Year2,Color,Power,Motor,Chasis,Kilometers,Fuel,Price,Link,largo,ancho,alto,batalla,pesomax,numpuertas,numplazas,cilindrada,numcilindros,velmax,consurb,conscarr,consmed,emisiones
383,CITROEN,C-Elysée,1.5BlueHDi S&S Shine 100,CITROEN C-Elysée 1.5BlueHDi S&S Shine 100,2018,Málaga,01/2018,"Blanco
                     / Metalizado",100,Manual,Berlina,90.000 km,Diesel,12.999 €,/coches-segunda-mano/citroen-c-elysee-ocasion/c-elysee-1-6bluehdi-s-s-shine-100-ref6941005,Largo 4.419 mm,Ancho 1.748 mm,Alto 1.466 mm,(mm)2.652,(kg)1.590,puertas4,plazas5,(cm3)1.499,cilindros4,(km/h)190,"Urbano (l/100 km)4,80","Carretera (l/100 km)3,40","Medio (l/100 km)3,90",CO2 (g/km)97
384,RENAULT,Clio,1.5dCi Energy Zen 66kW,RENAULT Clio 1.5dCi Energy Zen 66kW,2018,Madrid,05/2018,Azul,90,Manual,Berlina,57.199 km,Diesel,14.299 €,/coches-segunda-mano/renault-clio-ocasion/clio-1-5dci-energy-zen-90-ref7081705,Largo 4.062 mm,Ancho 1.732 mm,Alto 1.448 mm,(mm)2.589,(kg)1.651,puertas5,plazas5,(cm3)1.461,cilindros4,(km/h)168,"Urbano (l/100 km)3,50","Carretera (l/100 km)3,10","Medio (l/100 km)3,30",CO2 (g/km)104
385,SEAT,Ibiza,1.0 EcoTSI S&S Reference 95,SEAT Ibiza 1.0 EcoTSI S&S Reference 95,2017,Málaga,11/2017,Rojo,95,Manual,Berlina,90.148 km,Gasolina,12.799 €,/coches-segunda-mano/seat-ibiza-ocasion/ibiza-1-0-ecotsi-s-s-reference-95-ref7188153,Largo 4.061 mm,Ancho 1.693 mm,Alto 1.445 mm,(mm)2.469,(kg)1.590,puertas5,plazas5,(cm3)999,cilindros3,(km/h)187,"Urbano (l/100 km)5,10","Carretera (l/100 km)3,80","Medio (l/100 km)4,30",CO2 (g/km)101
386,VOLKSWAGEN,Polo,1.2 TSI BMT Advance 66kW,VOLKSWAGEN Polo 1.2 TSI BMT Advance 66kW,2016,Valencia,11/2016,Negro,90,Manual,Berlina,52.758 km,Gasolina,12.599 €,/coches-segunda-mano/volkswagen-polo-ocasion/polo-1-2-tsi-bmt-advance-90-1-ref7178281,Largo 3.972 mm,Ancho 1.682 mm,Alto 1.453 mm,(mm)2.470,(kg)1.620,puertas5,plazas5,(cm3)1.197,cilindros4,(km/h)184,"Urbano (l/100 km)6,00","Carretera (l/100 km)4,00","Medio (l/100 km)4,70",CO2 (g/km)109
387,OPEL,Corsa,1.4 Selective 90,OPEL Corsa 1.4 Selective 90,2017,Málaga,04/2017,Rojo,90,Manual,Berlina,46.909 km,Gasolina,10.899 €,/coches-segunda-mano/opel-corsa-ocasion/corsa-1-4-selective-90-1-ref7179365,Largo 4.021 mm,Ancho 1.746 mm,Alto 1.481 mm,(mm)2.510,(kg)1.615,puertas5,plazas5,(cm3)1.398,cilindros4,(km/h)175,"Urbano (l/100 km)6,50","Carretera (l/100 km)4,30","Medio (l/100 km)5,10",CO2 (g/km)120
388,SKODA,Octavia,1.0 TSI Like 115,SKODA Octavia 1.0 TSI Like 115,2017,Zaragoza,01/2017,Plata Brillante Metalizado,116,Manual,Berlina,30.534 km,Gasolina,15.800 €,/coches-segunda-mano/skoda-octavia-ocasion/octavia-1-0-tsi-like-115-ref7099957,Largo 4.659 mm,Ancho 1.814 mm,Alto 1.461 mm,(mm)2.686,(kg)1.775,puertas5,plazas5,(cm3)999,cilindros3,(km/h)202,"Urbano (l/100 km)5,40","Carretera (l/100 km)3,90","Medio (l/100 km)4,50",CO2 (g/km)104
389,CITROEN,C4,1.6BlueHDI Live 100,CITROEN C4 1.6BlueHDI Live 100,2017,Guipúzcoa,07/2017,Blanco,99,Manual,Berlina,172.299 km,Diesel,10.600 €,/coches-segunda-mano/citroen-c4-ocasion/c4-1-6blue-hdi-live-100-1-ref7096901,Largo 4.329 mm,Ancho 1.789 mm,Alto 1.489 mm,(mm)2.608,(kg)1.830,puertas5,plazas5,(cm3)1.560,cilindros4,(km/h)180,"Urbano (l/100 km)4,40","Carretera (l/100 km)3,20","Medio (l/100 km)3,60",CO2 (g/km)95
390,KIA,Picanto,1.2 CVVT Eco-Dynamics GT Line,KIA Picanto 1.2 CVVT Eco-Dynamics GT Line,2019,Valencia,05/2019,Blanco,84,Manual,Berlina,40.620 km,Gasolina,12.899 €,/coches-segunda-mano/kia-picanto-ocasion/picanto-1-2-cvvt-gt-line-ref7123657,Largo 3.595 mm,Ancho 1.595 mm,Alto 1.485 mm,(mm)2.400,(kg)1.400,puertas5,plazas5,(cm3)1.248,cilindros4,(km/h)173,"Urbano (l/100 km)6,30","Carretera (l/100 km)4,60","Medio (l/100 km)5,20",CO2 (g/km)114
391,RENAULT,Clio,1.5dCi eco2 S&S Energy Business 90,RENAULT Clio 1.5dCi eco2 S&S Energy Business 90,2016,Málaga,09/2016,Rojo,90,Manual,Berlina,58.962 km,Diesel,13.600 €,/coches-segunda-mano/renault-clio-ocasion/clio-1-5dci-eco2-s-s-energy-business-90-ref7091657,Largo 4.062 mm,Ancho 1.732 mm,Alto 1.448 mm,(mm)2.589,(kg)1.658,puertas5,plazas5,(cm3)1.461,cilindros4,(km/h)178,"Urbano (l/100 km)4,10","Carretera (l/100 km)3,30","Medio (l/100 km)3,60",CO2 (g/km)93
392,CITROEN,C4,Grand Picasso 1.6BlueHDI S&S Live 120,CITROEN C4 Grand Picasso 1.6BlueHDI S&S Live 120,2016,Valencia,01/2016,Blanco,120,Manual,Monovolumen,199.000 km,Diesel,9.900 €,/coches-segunda-mano/citroen-c4-ocasion/c4-grand-picasso-1-6bluehdi-s-s-live-120-ref6866499,Largo 4.602 mm,Ancho 1.826 mm,Alto 1.638 mm,(mm)2.840,(kg)2.175,puertas5,plazas7,(cm3)1.560,cilindros4,(km/h)188,"Urbano (l/100 km)4,60","Carretera (l/100 km)3,70","Medio (l/100 km)4,00",CO2 (g/km)105
393,SEAT,León,ST 1.6TDI CR S&S Style 110,SEAT León ST 1.6TDI CR S&S Style 110,2016,Zaragoza,07/2016,Negro,110,Manual,Stationwagon,100.302 km,Diesel,12.450 €,/coches-segunda-mano/seat-leon-ocasion/leon-st-1-6tdi-cr-s-s-style-110-ref6937691,Largo 4.535 mm,Ancho 1.816 mm,Alto 1.454 mm,(mm)2.636,(kg)1.870,puertas5,plazas5,(cm3)1.598,cilindros4,(km/h)194,"Urbano (l/100 km)4,70","Carretera (l/100 km)3,80","Medio (l/100 km)4,10",CO2 (g/km)105
394,KIA,Sportage,1.7CRDi Concept 4x2,KIA Sportage 1.7CRDi Concept 4x2,2015,Cádiz,01/2015,Blanco,115,Manual,Todo Terreno,158.000 km,Diesel,14.990 €,/coches-segunda-mano/kia-sportage-ocasion/sportage-1-7crdi-concept-4x2-ref7092674,Largo 4.440 mm,Ancho 1.855 mm,Alto 1.630 mm,(mm)2.640,(kg)1.940,puertas5,plazas5,(cm3)1.685,cilindros4,(km/h)173,"Urbano (l/100 km)6,20","Carretera (l/100 km)4,80","Medio (l/100 km)5,30",CO2 (g/km)139
395,SEAT,León,1.6TDI CR S&S Reference 105,SEAT León 1.6TDI CR S&S Reference 105,2014,Madrid,04/2014,Blanco,105,Manual,Berlina,54.963 km,Diesel,13.200 €,/coches-segunda-mano/seat-leon-ocasion/leon-1-6tdi-cr-s-s-reference-105-ref6965238,Largo 4.263 mm,Ancho 1.816 mm,Alto 1.459 mm,(mm)2.636,(kg)1.820,puertas5,plazas5,(cm3)1.598,cilindros4,(km/h)192,"Urbano (l/100 km)4,60","Carretera (l/100 km)3,30","Medio (l/100 km)3,80",CO2 (g/km)99
396,OPEL,Insignia,ST 1.6CDTI S&S Business ecoTEC 110,OPEL Insignia ST 1.6CDTI S&S Business ecoTEC 110,2018,Madrid,01/2018,BLANCO,110,Manual,Stationwagon,146.000 km,Diesel,13.850 €,/coches-segunda-mano/opel-insignia-ocasion/sports-tourer-1-6-cdti-ecotec-d-business-81-kw-110-cv-162671f8d6523e-ref6763694,Largo 4.986 mm,Ancho 1.863 mm,Alto 1.500 mm,(mm)2.829,(kg)2.080,puertas5,plazas5,(cm3)1.598,cilindros4,(km/h)201,"Urbano (l/100 km)5,00","Carretera (l/100 km)3,80","Medio (l/100 km)4,30",CO2 (g/km)112
397,KIA,Cee´d,1.4CRDI WGT Business 90,KIA Cee´d 1.4CRDI WGT Business 90,2017,Barcelona,06/2017,Blanco,90,Manual,Berlina,57.890 km,Diesel,13.590 €,/coches-segunda-mano/kia-cee-d-ocasion/cee-d-1-4crdi-wgt-business-90-ref7021684,Largo 4.310 mm,Ancho 1.780 mm,Alto 1.470 mm,(mm)2.650,(kg)1.910,puertas5,plazas5,(cm3)1.396,cilindros4,(km/h)173,"Urbano (l/100 km)5,10","Carretera (l/100 km)3,70","Medio (l/100 km)4,20",CO2 (g/km)109
398,FIAT,Panda,1.2 Pop,FIAT Panda 1.2 Pop,2016,Vizcaya,02/2016,Negro,69,Manual,Berlina,30.914 km,Gasolina,9.850 €,/coches-segunda-mano/fiat-panda-ocasion/panda-1-2-pop-ref7194727,Largo 3.653 mm,Ancho 1.643 mm,Alto 1.551 mm,(mm)2.300,(kg)1.420,puertas5,plazas4,(cm3)1.242,cilindros4,(km/h)164,"Urbano (l/100 km)6,70","Carretera (l/100 km)4,30","Medio (l/100 km)5,20",CO2 (g/km)120
399,CITROEN,C4 Cactus,1.6 BlueHDi Feel 100,CITROEN C4 Cactus 1.6 BlueHDi Feel 100,2017,Navarra,04/2017,Blanco,99,Manual,Berlina,107.681 km,Diesel,12.950 €,/coches-segunda-mano/citroen-c4-cactus-ocasion/c4-cactus-1-6-bluehdi-feel-100-ref7176231,Largo 4.157 mm,Ancho 1.729 mm,Alto 1.480 mm,(mm)2.595,(kg)1.610,puertas5,plazas5,(cm3)1.560,cilindros4,(km/h)184,"Urbano (l/100 km)4,20","Carretera (l/100 km)3,30","Medio (l/100 km)3,60",CO2 (g/km)95
400,SKODA,Fabia,1.6TDI Fresh 75,SKODA Fabia 1.6TDI Fresh 75,2014,Navarra,04/2014,Azul,75,Manual,Berlina,55.997 km,Diesel,8.900 €,/coches-segunda-mano/skoda-fabia-ocasion/fabia-1-6tdi-fresh-75-ref7094823,Largo 4.000 mm,Ancho 1.642 mm,Alto 1.498 mm,(mm)2.451,(kg)1.644,puertas5,plazas5,(cm3)1.598,cilindros4,(km/h)166,"Urbano (l/100 km)5,10","Carretera (l/100 km)3,60","Medio (l/100 km)4,20",CO2 (g/km)109
401,CITROEN,C4,1.2 PureTech Feel Edition 110,CITROEN C4 1.2 PureTech Feel Edition 110,2015,Barcelona,06/2015,Blanco,110,Manual,Berlina,126.765 km,Gasolina,10.300 €,/coches-segunda-mano/citroen-c4-ocasion/c4-1-2-puretech-feel-edition-110-ref7204779,Largo 4.329 mm,Ancho 1.789 mm,Alto 1.489 mm,(mm)2.608,(kg)1.770,puertas5,plazas5,(cm3)1.199,cilindros3,(km/h)184,"Urbano (l/100 km)6,30","Carretera (l/100 km)4,10","Medio (l/100 km)5,00",CO2 (g/km)115
402,MAZDA,Mazda6,W. 2.2DE Style + Navegador,MAZDA Mazda6 W. 2.2DE Style + Navegador,2014,Madrid,07/2014,Gris,150,Manual,Stationwagon,76.588 km,Diesel,14.990 €,/coches-segunda-mano/mazda-mazda6-ocasion/mazda6-w-2-2de-style-navegador-ref6181225,Largo 4.800 mm,Ancho 1.840 mm,Alto 1.480 mm,(mm)2.750,(kg)2.105,puertas5,plazas5,(cm3)2.184,cilindros4,(km/h)210,"Urbano (l/100 km)5,50","Carretera (l/100 km)3,80","Medio (l/100 km)4,40",CO2 (g/km)116
403,TOYOTA,Verso,115D Business 7pl.,TOYOTA Verso 115D Business 7pl.,2016,Alicante,01/2016,Negro,112,Manual,Monovolumen,115.191 km,Diesel,14.290 €,/coches-segunda-mano/toyota-verso-ocasion/verso-115d-business-7pl-ref7047502,Largo 4.460 mm,Ancho 1.791 mm,Alto 1.620 mm,(mm)2.780,(kg)2.260,puertas5,plazas7,(cm3)1.598,cilindros4,(km/h)185,"Urbano (l/100 km)5,80","Carretera (l/100 km)3,20","Medio (l/100 km)4,50",CO2 (g/km)119
404,PEUGEOT,2008,1.6 BlueHDI S&S Allure 120,PEUGEOT 2008 1.6 BlueHDI S&S Allure 120,2015,Barcelona,12/2015,BLANCO,120,Manual,Todo Terreno,32.680 km,Diesel,14.500 €,/coches-segunda-mano/peugeot-2008-ocasion/2008-1-6-bluehdi-s-s-allure-120-ref7138420,Largo 4.159 mm,Ancho 1.739 mm,Alto 1.556 mm,(mm)2.538,(kg)1.726,puertas5,plazas5,(cm3)1.560,cilindros4,(km/h)192,"Urbano (l/100 km)4,30","Carretera (l/100 km)3,30","Medio (l/100 km)3,70",CO2 (g/km)96
405,PEUGEOT,4008,1.6HDI Stop&Start Allure,PEUGEOT 4008 1.6HDI Stop&Start Allure,2015,Jaén,02/2015,Negro,115,Manual,Todo Terreno,131.000 km,Diesel,13.500 €,/coches-segunda-mano/peugeot-4008-ocasion/4008-1-6hdi-stop-start-allure-ref7208412,Largo 4.340 mm,Ancho 1.800 mm,Alto 1.625 mm,(mm)2.670,(kg)2.060,puertas5,plazas5,(cm3)1.560,cilindros4,(km/h)180,"Urbano (l/100 km)5,60","Carretera (l/100 km)4,50","Medio (l/100 km)4,90",CO2 (g/km)129
406,PEUGEOT,2008,1.6 BlueHDI Active 100,PEUGEOT 2008 1.6 BlueHDI Active 100,2017,Madrid,08/2017,Gris Oscuro,100,Automático,Todo Terreno,139.000 km,Diesel,13.950 €,/coches-segunda-mano/peugeot-2008-ocasion/suv-bluehdi-100-allure-74-kw-100-cv-162671f8551572-ref6763649,Largo 4.159 mm,Ancho 1.739 mm,Alto 1.570 mm,(mm)2.537,(kg)1.705,puertas5,plazas5,(cm3)1.560,cilindros4,(km/h)180,"Urbano (l/100 km)4,40","Carretera (l/100 km)3,30","Medio (l/100 km)3,70",CO2 (g/km)97
407,PEUGEOT,308,1.6 BlueHDi Allure 120,PEUGEOT 308 1.6 BlueHDi Allure 120,2017,Málaga,02/2017,Rojo,120,Manual,Berlina,95.207 km,Diesel,13.900 €,/coches-segunda-mano/peugeot-308-ocasion/308-1-6-bluehdi-allure-120-ref6344455,Largo 4.253 mm,Ancho 1.804 mm,Alto 1.461 mm,(mm)2.620,(kg)1.810,puertas5,plazas5,(cm3)1.560,cilindros4,(km/h)196,"Urbano (l/100 km)4,30","Carretera (l/100 km)3,20","Medio (l/100 km)3,60",CO2 (g/km)98
408,FORD,Focus,1.0 Ecoboost Auto-S&S Sport PS 125,FORD Focus 1.0 Ecoboost Auto-S&S Sport PS 125,2015,Alicante,06/2015,Gris claro,125,Automático,Berlina,60.000 km,Gasolina,13.999 €,/coches-segunda-mano/ford-focus-ocasion/focus-1-0-ecoboost-auto-s-s-sport-ps-125-ref7004764,Largo 4.360 mm,Ancho 1.823 mm,Alto 1.484 mm,(mm)2.648,(kg)1.900,puertas5,plazas5,(cm3)999,cilindros3,(km/h)-,"Urbano (l/100 km)7,40","Carretera (l/100 km)4,40","Medio (l/100 km)5,50",CO2 (g/km)125
409,CITROEN,C4,Grand Picasso 1.2 PT. S&S Feel Edition,CITROEN C4 Grand Picasso 1.2 PT. S&S Feel Edition,2016,Albacete,10/2016,"Gris
                     / Metalizado",130,Manual,Monovolumen,116.000 km,Gasolina,15.900 €,/coches-segunda-mano/citroen-c4-ocasion/c4-grand-picasso-1-2-pt-s-s-feel-edition-ref6350768,Largo 4.597 mm,Ancho 1.826 mm,Alto 1.638 mm,(mm)2.840,(kg)2.125,puertas5,plazas7,(cm3)1.199,cilindros3,(km/h)201,"Urbano (l/100 km)6,10","Carretera (l/100 km)4,30","Medio (l/100 km)5,00",CO2 (g/km)115
410,FORD,Focus,1.5TDCi Trend+ 120,FORD Focus 1.5TDCi Trend+ 120,2017,Salamanca,02/2017,Blanco,120,Manual,Berlina,201.000 km,Diesel,8.999 €,/coches-segunda-mano/ford-focus-ocasion/focus-1-5tdci-trend-120-ref6687012,Largo 4.360 mm,Ancho 1.823 mm,Alto 1.484 mm,(mm)2.648,(kg)1.900,puertas5,plazas5,(cm3)1.498,cilindros4,(km/h)-,"Urbano (l/100 km)4,30","Carretera (l/100 km)3,40","Medio (l/100 km)3,80",CO2 (g/km)105
411,NISSAN,Juke,1.2 DIG-T N-Connecta 4x2 115,NISSAN Juke 1.2 DIG-T N-Connecta 4x2 115,2018,Sevilla,07/2018,Negro,115,Manual,Todo Terreno,103.014 km,Gasolina,15.790 €,/coches-segunda-mano/nissan-juke-ocasion/juke-1-2-dig-t-n-connecta-4x2-115-ref7111972,Largo 4.135 mm,Ancho 1.765 mm,Alto 1.565 mm,(mm)2.530,(kg)1.710,puertas5,plazas5,(cm3)1.197,cilindros4,(km/h)178,"Urbano (l/100 km)6,90","Carretera (l/100 km)4,90","Medio (l/100 km)5,60",CO2 (g/km)128
412,SMART,Forfour,52 Passion,SMART Forfour 52 Passion,2019,Huesca,05/2019,"Blanco
                     / Metalizado",71,Manual,Berlina,28.000 km,Gasolina,13.499 €,/coches-segunda-mano/smart-forfour-ocasion/forfour-52-passion-ref7137460,Largo 3.495 mm,Ancho 1.665 mm,Alto 1.554 mm,(mm)2.494,(kg)1.400,puertas5,plazas4,(cm3)999,cilindros3,(km/h)151,"Urbano (l/100 km)4,80","Carretera (l/100 km)3,80","Medio (l/100 km)4,20",CO2 (g/km)97
413,DS,3,1.6BlueHDi S&S Desire 100,DS DS3 1.6BlueHDi S&S Desire 100,2017,Valencia,06/2017,Amarillo Pegaso techo negro Onyx,99,Manual,Berlina,103.453 km,Diesel,11.990 €,/coches-segunda-mano/ds-ds3-ocasion/ds3-1-6bluehdi-desire-100-1-ref6250352,Largo 3.948 mm,Ancho 1.715 mm,Alto 1.458 mm,(mm)2.464,(kg)1.633,puertas3,plazas5,(cm3)1.560,cilindros4,(km/h)189,"Urbano (l/100 km)3,80","Carretera (l/100 km)3,20","Medio (l/100 km)3,40",CO2 (g/km)87
414,KIA,Soul,1.6CRDi Eco-Dynamics Emotion 136,KIA Soul 1.6CRDi Eco-Dynamics Emotion 136,2016,Ciudad Real,01/2016,Rojo,136,Manual,Monovolumen,99.500 km,Diesel,12.990 €,/coches-segunda-mano/kia-soul-ocasion/soul-1-6crdi-eco-dynamics-emotion-136-1-ref7041544,Largo 4.140 mm,Ancho 1.800 mm,Alto 1.605 mm,(mm)2.570,(kg)1.920,puertas5,plazas5,(cm3)1.582,cilindros4,(km/h)180,"Urbano (l/100 km)5,10","Carretera (l/100 km)4,00","Medio (l/100 km)4,40",CO2 (g/km)117
415,MERCEDES-BENZ,Clase B,180d,MERCEDES-BENZ Clase B 180d,2017,Alicante,04/2017,Negro,109,Manual,Monovolumen,227.426 km,Diesel,15.850 €,/coches-segunda-mano/mercedes-benz-clase-b-ocasion/b-180d-ref7008668,Largo 4.393 mm,Ancho 1.786 mm,Alto 1.557 mm,(mm)2.699,(kg)1.985,puertas5,plazas5,(cm3)1.461,cilindros4,(km/h)190,"Urbano (l/100 km)4,30","Carretera (l/100 km)3,60","Medio (l/100 km)4,00",CO2 (g/km)104
416,SKODA,Octavia,2.0TDI CR Ambition 110kW,SKODA Octavia 2.0TDI CR Ambition 110kW,2018,Madrid,04/2018,Azul,150,Manual,Berlina,249.000 km,Diesel,11.950 €,/coches-segunda-mano/skoda-octavia-ocasion/octavia-2-0tdi-cr-ambition-150-ref7193384,Largo 4.670 mm,Ancho 1.814 mm,Alto 1.461 mm,(mm)2.686,(kg)1.882,puertas5,plazas5,(cm3)1.968,cilindros4,(km/h)218,"Urbano (l/100 km)5,10","Carretera (l/100 km)3,80","Medio (l/100 km)4,30",CO2 (g/km)111
417,DS,5,1.6BlueHDi Design 120,DS DS5 1.6BlueHDi Design 120,2015,Navarra,05/2015,Blanco,120,Manual,Berlina,100.756 km,Diesel,14.999 €,/coches-segunda-mano/ds-ds5-ocasion/ds5-1-6bluehdi-design-120-1-ref7090751,Largo 4.530 mm,Ancho 1.871 mm,Alto 1.504 mm,(mm)2.727,(kg)2.020,puertas5,plazas5,(cm3)1.560,cilindros4,(km/h)191,"Urbano (l/100 km)4,50","Carretera (l/100 km)3,40","Medio (l/100 km)3,80",CO2 (g/km)100
418,CITROEN,C-Elysée,1.2 PureTech Feel 82,CITROEN C-Elysée 1.2 PureTech Feel 82,2017,Murcia,09/2017,Blanco,82,Manual,Berlina,61.042 km,Gasolina,10.750 €,/coches-segunda-mano/citroen-c-elysee-ocasion/c-elysee-1-2-puretech-feel-82-ref7188039,Largo 4.419 mm,Ancho 1.748 mm,Alto 1.466 mm,(mm)2.652,(kg)1.484,puertas4,plazas5,(cm3)1.199,cilindros3,(km/h)168,"Urbano (l/100 km)6,00","Carretera (l/100 km)4,20","Medio (l/100 km)4,90",CO2 (g/km)113
419,KIA,Cee´d,Pro_Cee´d 1.6 GDi Drive,KIA Cee´d Pro_Cee´d 1.6 GDi Drive,2014,Albacete,02/2014,Blanco,135,Manual,Berlina,122.139 km,Gasolina,10.950 €,/coches-segunda-mano/kia-cee-d-ocasion/pro-cee-d-1-6-gdi-drive-ref7116025,Largo 4.310 mm,Ancho 1.780 mm,Alto 1.430 mm,(mm)2.650,(kg)1.820,puertas3,plazas5,(cm3)1.591,cilindros4,(km/h)195,"Urbano (l/100 km)8,00","Carretera (l/100 km)4,80","Medio (l/100 km)6,10",CO2 (g/km)140
420,OPEL,Corsa,1.4 Business 90,OPEL Corsa 1.4 Business 90,2018,Córdoba,03/2018,Blanco,90,Manual,Berlina,56.213 km,Gasolina,10.450 €,/coches-segunda-mano/opel-corsa-ocasion/corsa-1-4-business-90-ref7173377,Largo 4.021 mm,Ancho 1.746 mm,Alto 1.481 mm,(mm)2.510,(kg)1.615,puertas5,plazas5,(cm3)1.398,cilindros4,(km/h)175,"Urbano (l/100 km)6,50","Carretera (l/100 km)4,30","Medio (l/100 km)5,10",CO2 (g/km)120
421,CITROEN,C4 Cactus,1.6 BlueHDi S&S Feel ETG6 100,CITROEN C4 Cactus 1.6 BlueHDi S&S Feel ETG6 100,2016,Córdoba,07/2016,Gris,100,Automático,Berlina,192.890 km,Diesel,10.900 €,/coches-segunda-mano/citroen-c4-cactus-ocasion/c4-cactus-1-6-bluehdi-s-s-feel-etg6-100-ref7155317,Largo 4.157 mm,Ancho 1.729 mm,Alto 1.480 mm,(mm)2.595,(kg)1.630,puertas5,plazas5,(cm3)1.560,cilindros4,(km/h)184,"Urbano (l/100 km)3,90","Carretera (l/100 km)3,20","Medio (l/100 km)3,40",CO2 (g/km)89
422,CITROEN,C3,1.2 PureTech Tonic 82,CITROEN C3 1.2 PureTech Tonic 82,2016,Córdoba,09/2016,Blanco,82,Manual,Berlina,34.892 km,Gasolina,10.900 €,/coches-segunda-mano/citroen-c3-ocasion/c3-1-2-puretech-tonic-82-1-ref7198533,Largo 3.941 mm,Ancho 1.728 mm,Alto 1.524 mm,(mm)2.466,(kg)1.541,puertas5,plazas5,(cm3)1.199,cilindros3,(km/h)174,"Urbano (l/100 km)5,60","Carretera (l/100 km)4,10","Medio (l/100 km)4,60",CO2 (g/km)107
423,VOLKSWAGEN,Beetle,1.6TDI Beetlemanía 105,VOLKSWAGEN Beetle 1.6TDI Beetlemanía 105,2015,Navarra,06/2015,Blanco,105,Manual,Berlina,112.273 km,Diesel,13.750 €,/coches-segunda-mano/volkswagen-beetle-ocasion/beetle-1-6tdi-beetlemania-105-ref6017677,Largo 4.278 mm,Ancho 1.808 mm,Alto 1.486 mm,(mm)2.537,(kg)1.861,puertas3,plazas4,(cm3)1.598,cilindros4,(km/h)180,"Urbano (l/100 km)5,40","Carretera (l/100 km)4,10","Medio (l/100 km)4,50",CO2 (g/km)119
424,OPEL,Astra,ST 1.6CDTi Dynamic 110,OPEL Astra ST 1.6CDTi Dynamic 110,2016,Navarra,07/2016,Gris,110,Manual,Stationwagon,83.426 km,Diesel,13.850 €,/coches-segunda-mano/opel-astra-ocasion/astra-st-1-6cdti-dynamic-110-ref7072957,Largo 4.702 mm,Ancho 1.809 mm,Alto 1.499 mm,(mm)2.662,(kg)1.985,puertas5,plazas5,(cm3)1.598,cilindros4,(km/h)195,"Urbano (l/100 km)4,20","Carretera (l/100 km)3,30","Medio (l/100 km)3,60",CO2 (g/km)112
425,CITROEN,C4 Cactus,1.6 BlueHDi Shine Edition 100,CITROEN C4 Cactus 1.6 BlueHDi Shine Edition 100,2016,Vizcaya,07/2016,Rojo,99,Manual,Berlina,78.454 km,Diesel,12.850 €,/coches-segunda-mano/citroen-c4-cactus-ocasion/c4-cactus-1-6-bluehdi-shine-edition-100-ref7197137,Largo 4.157 mm,Ancho 1.729 mm,Alto 1.480 mm,(mm)2.595,(kg)1.610,puertas5,plazas5,(cm3)1.560,cilindros4,(km/h)184,"Urbano (l/100 km)4,20","Carretera (l/100 km)3,30","Medio (l/100 km)3,60",CO2 (g/km)95
426,HYUNDAI,i30,1.6 GDI BlueDrive Tecno,HYUNDAI i30 1.6 GDI BlueDrive Tecno,2015,Vizcaya,01/2015,Blanco,135,Manual,Berlina,102.164 km,Gasolina,12.200 €,/coches-segunda-mano/hyundai-i30-ocasion/i30-1-6-gdi-bluedrive-tecno-ref6971533,Largo 4.300 mm,Ancho 1.780 mm,Alto 1.465 mm,(mm)2.650,(kg)1.720,puertas5,plazas5,(cm3)1.591,cilindros4,(km/h)190,"Urbano (l/100 km)6,40","Carretera (l/100 km)4,50","Medio (l/100 km)5,00",CO2 (g/km)118
427,OPEL,Corsa,1.4 S/S 120 Aniversario 90,OPEL Corsa 1.4 S/S 120 Aniversario 90,2019,Barcelona,07/2019,Gris,90,Manual,Berlina,32.621 km,Gasolina,12.450 €,/coches-segunda-mano/opel-corsa-ocasion/corsa-1-4-s-s-120-aniversario-90-ref7211109,Largo 4.021 mm,Ancho 1.746 mm,Alto 1.481 mm,(mm)2.510,(kg)1.615,puertas5,plazas5,(cm3)1.398,cilindros4,(km/h)175,"Urbano (l/100 km)6,50","Carretera (l/100 km)4,30","Medio (l/100 km)5,10",CO2 (g/km)132
428,NISSAN,Qashqai,1.5dCi 360 4x2,NISSAN Qashqai 1.5dCi 360 4x2,2015,Valencia,03/2015,Negro,110,Manual,Todo Terreno,118.698 km,Diesel,15.900 €,/coches-segunda-mano/nissan-qashqai-ocasion/qashqai-1-5dci-360-4x2-1-ref7180557,Largo 4.377 mm,Ancho 1.806 mm,Alto 1.590 mm,(mm)2.646,(kg)1.910,puertas5,plazas5,(cm3)1.461,cilindros4,(km/h)182,"Urbano (l/100 km)4,20","Carretera (l/100 km)3,60","Medio (l/100 km)3,80",CO2 (g/km)103
429,RENAULT,Clio,1.5dCi Energy Zen 81kW,RENAULT Clio 1.5dCi Energy Zen 81kW,2018,Barcelona,05/2018,Gris,110,Manual,Berlina,21.025 km,Diesel,15.950 €,/coches-segunda-mano/renault-clio-ocasion/clio-1-5dci-energy-zen-110-ref7149781,Largo 4.062 mm,Ancho 1.732 mm,Alto 1.448 mm,(mm)2.589,(kg)1.651,puertas5,plazas5,(cm3)1.461,cilindros4,(km/h)168,"Urbano (l/100 km)3,50","Carretera (l/100 km)3,10","Medio (l/100 km)3,30",CO2 (g/km)90
